******Format of cpu stats log file: Date/Time     CPU Temp        Load Average    CPU Frequency   Governor***
Thu Apr 22 22:02:19 PDT 2010  34        8.89 8.59 6.71 10/174 13368        500000        userspace
Thu Apr 22 22:02:24 PDT 2010  34        8.83 8.59 6.73 10/174 13374        500000        userspace
Thu Apr 22 22:02:30 PDT 2010  34        8.84 8.60 6.74 10/174 13380        500000        userspace
Thu Apr 22 22:02:35 PDT 2010  34        8.94 8.62 6.76 10/174 13386        500000        userspace
Thu Apr 22 22:02:40 PDT 2010  34        8.86 8.61 6.77 10/174 13392        500000        userspace
Thu Apr 22 22:02:45 PDT 2010  34        8.79 8.60 6.77 10/174 13398        500000        userspace
Thu Apr 22 22:02:51 PDT 2010  34        8.73 8.59 6.78 10/174 13404        500000        userspace
Thu Apr 22 22:02:56 PDT 2010  34        8.67 8.58 6.78 10/174 13410        500000        userspace
Thu Apr 22 22:03:01 PDT 2010  34        8.70 8.58 6.80 10/174 13416        500000        userspace
Thu Apr 22 22:03:07 PDT 2010  34        8.64 8.57 6.80 10/174 13425        500000        userspace
Thu Apr 22 22:03:12 PDT 2010  34        8.59 8.56 6.81 10/174 13436        500000        userspace
Thu Apr 22 22:03:17 PDT 2010  34        8.54 8.55 6.82 10/174 13442        500000        userspace
Thu Apr 22 22:03:23 PDT 2010  34        8.58 8.56 6.83 10/174 13450        500000        userspace
Thu Apr 22 22:03:28 PDT 2010  34        8.61 8.57 6.84 10/174 13458        500000        userspace
Thu Apr 22 22:03:33 PDT 2010  34        8.64 8.58 6.85 11/174 13466        500000        userspace
Thu Apr 22 22:03:38 PDT 2010  34        8.59 8.57 6.86 10/174 13474        500000        userspace
Thu Apr 22 22:03:43 PDT 2010  34        8.62 8.57 6.87 11/176 13482        500000        userspace
Thu Apr 22 22:03:49 PDT 2010  34        8.81 8.61 6.89 10/174 13488        500000        userspace
Thu Apr 22 22:03:55 PDT 2010  34        9.22 8.71 6.94 10/174 13496        500000        userspace
Thu Apr 22 22:04:00 PDT 2010  34        9.20 8.71 6.95 10/174 13504        500000        userspace
Thu Apr 22 22:04:05 PDT 2010  34        9.11 8.70 6.95 11/174 13515        500000        userspace
Thu Apr 22 22:04:11 PDT 2010  34        9.26 8.74 6.97 10/174 13524        500000        userspace
Thu Apr 22 22:04:16 PDT 2010  34        9.24 8.74 6.99 11/174 13531        500000        userspace
Thu Apr 22 22:04:21 PDT 2010  34        9.14 8.73 6.99 11/174 13537        500000        userspace
Thu Apr 22 22:04:27 PDT 2010  34        9.13 8.73 7.00 10/174 13543        500000        userspace
Thu Apr 22 22:04:32 PDT 2010  34        9.12 8.74 7.01 10/174 13549        500000        userspace
Thu Apr 22 22:04:37 PDT 2010  34        9.03 8.72 7.02 10/174 13555        500000        userspace
Thu Apr 22 22:04:42 PDT 2010  34        8.94 8.71 7.02 10/174 13561        500000        userspace
Thu Apr 22 22:04:48 PDT 2010  34        8.95 8.72 7.03 11/174 13567        500000        userspace
Thu Apr 22 22:04:53 PDT 2010  34        8.87 8.70 7.04 10/174 13573        500000        userspace
Thu Apr 22 22:04:58 PDT 2010  34        8.80 8.69 7.04 10/174 13579        500000        userspace
Thu Apr 22 22:05:03 PDT 2010  34        8.82 8.70 7.05 10/174 13588        500000        userspace
Thu Apr 22 22:05:09 PDT 2010  34        8.75 8.69 7.06 10/174 13594        500000        userspace
Thu Apr 22 22:05:14 PDT 2010  34        8.69 8.67 7.06 10/174 13600        500000        userspace
Thu Apr 22 22:05:20 PDT 2010  34        8.88 8.71 7.08 10/174 13606        500000        userspace
Thu Apr 22 22:05:25 PDT 2010  34        9.28 8.80 7.13 10/174 13612        500000        userspace
Thu Apr 22 22:05:30 PDT 2010  34        9.17 8.79 7.13 10/174 13618        500000        userspace
Thu Apr 22 22:05:35 PDT 2010  34        9.08 8.78 7.14 11/174 13624        500000        userspace
Thu Apr 22 22:05:41 PDT 2010  34        8.99 8.76 7.14 10/174 13630        500000        userspace
Thu Apr 22 22:05:46 PDT 2010  34        8.91 8.75 7.15 10/174 13636        500000        userspace
Thu Apr 22 22:05:51 PDT 2010  34        8.92 8.76 7.16 10/174 13642        500000        userspace
Thu Apr 22 22:05:56 PDT 2010  34        8.85 8.74 7.16 10/174 13648        500000        userspace
Thu Apr 22 22:06:02 PDT 2010  34        8.78 8.73 7.17 10/174 13657        500000        userspace
Thu Apr 22 22:06:07 PDT 2010  34        8.72 8.72 7.17 10/174 13663        500000        userspace
Thu Apr 22 22:06:12 PDT 2010  34        8.66 8.71 7.17 10/174 13669        500000        userspace
Thu Apr 22 22:06:18 PDT 2010  34        8.61 8.69 7.18 11/174 13675        500000        userspace
Thu Apr 22 22:06:23 PDT 2010  34        8.56 8.68 7.18 10/174 13681        500000        userspace
Thu Apr 22 22:06:28 PDT 2010  34        8.51 8.67 7.19 10/174 13687        500000        userspace
Thu Apr 22 22:06:33 PDT 2010  34        8.47 8.66 7.19 10/174 13693        500000        userspace
Thu Apr 22 22:06:39 PDT 2010  34        8.43 8.65 7.20 10/174 13699        500000        userspace
Thu Apr 22 22:06:44 PDT 2010  34        8.40 8.64 7.20 10/174 13705        500000        userspace
Thu Apr 22 22:06:49 PDT 2010  34        8.37 8.63 7.20 10/174 13711        500000        userspace
Thu Apr 22 22:06:55 PDT 2010  34        8.34 8.62 7.21 10/174 13717        500000        userspace
Thu Apr 22 22:07:00 PDT 2010  34        8.55 8.65 7.23 10/174 13723        500000        userspace
Thu Apr 22 22:07:05 PDT 2010  34        8.54 8.65 7.24 10/174 13732        500000        userspace
Thu Apr 22 22:07:10 PDT 2010  34        8.57 8.65 7.25 10/174 13738        500000        userspace
Thu Apr 22 22:07:16 PDT 2010  34        8.53 8.64 7.25 10/174 13744        500000        userspace
Thu Apr 22 22:07:21 PDT 2010  34        8.49 8.63 7.26 10/174 13750        500000        userspace
Thu Apr 22 22:07:26 PDT 2010  34        8.45 8.62 7.26 10/174 13756        500000        userspace
Thu Apr 22 22:07:31 PDT 2010  34        8.41 8.61 7.27 10/174 13762        500000        userspace
Thu Apr 22 22:07:37 PDT 2010  34        8.38 8.60 7.27 11/174 13768        500000        userspace
Thu Apr 22 22:07:42 PDT 2010  34        8.35 8.59 7.27 10/174 13774        500000        userspace
Thu Apr 22 22:07:48 PDT 2010  34        8.32 8.58 7.28 11/174 13780        500000        userspace
Thu Apr 22 22:07:53 PDT 2010  34        8.29 8.57 7.28 10/174 13786        500000        userspace
Thu Apr 22 22:07:58 PDT 2010  34        8.27 8.56 7.28 10/174 13792        500000        userspace
Thu Apr 22 22:08:03 PDT 2010  34        8.33 8.57 7.29 10/174 13801        500000        userspace
Thu Apr 22 22:08:09 PDT 2010  34        8.30 8.56 7.30 11/174 13807        500000        userspace
Thu Apr 22 22:08:14 PDT 2010  34        8.28 8.55 7.30 10/174 13813        500000        userspace
Thu Apr 22 22:08:19 PDT 2010  34        8.33 8.56 7.31 10/174 13819        500000        userspace
Thu Apr 22 22:08:24 PDT 2010  34        8.31 8.55 7.31 10/174 13825        500000        userspace
Thu Apr 22 22:08:30 PDT 2010  34        8.28 8.54 7.31 11/174 13831        500000        userspace
Thu Apr 22 22:08:35 PDT 2010  34        8.34 8.54 7.32 10/174 13837        500000        userspace
Thu Apr 22 22:08:40 PDT 2010  34        8.66 8.61 7.36 9/174 13843        500000        userspace
Thu Apr 22 22:08:45 PDT 2010  34        8.60 8.60 7.36 10/174 13849        500000        userspace
Thu Apr 22 22:08:51 PDT 2010  34        8.55 8.59 7.36 10/174 13855        500000        userspace
Thu Apr 22 22:08:56 PDT 2010  34        8.51 8.58 7.37 10/174 13861        500000        userspace
Thu Apr 22 22:09:01 PDT 2010  34        8.47 8.57 7.37 10/174 13870        500000        userspace
Thu Apr 22 22:09:07 PDT 2010  34        8.51 8.57 7.38 11/177 13882        500000        userspace
Thu Apr 22 22:09:12 PDT 2010  34        8.47 8.56 7.38 10/177 13888        500000        userspace
Thu Apr 22 22:09:17 PDT 2010  34        8.43 8.55 7.38 10/177 13894        500000        userspace
Thu Apr 22 22:09:22 PDT 2010  34        8.48 8.56 7.39 10/177 13900        500000        userspace
Thu Apr 22 22:09:28 PDT 2010  34        8.60 8.59 7.41 10/174 13906        500000        userspace
Thu Apr 22 22:09:33 PDT 2010  34        8.63 8.59 7.41 11/174 13912        500000        userspace
Thu Apr 22 22:09:38 PDT 2010  34        8.66 8.60 7.42 10/174 13921        500000        userspace
Thu Apr 22 22:09:43 PDT 2010  34        8.93 8.65 7.45 10/174 13927        500000        userspace
Thu Apr 22 22:09:51 PDT 2010  34        9.18 8.72 7.48 10/174 13933        500000        userspace
Thu Apr 22 22:09:56 PDT 2010  34        9.09 8.70 7.48 10/174 13939        500000        userspace
Thu Apr 22 22:10:01 PDT 2010  34        9.00 8.69 7.48 10/174 13948        500000        userspace
Thu Apr 22 22:10:07 PDT 2010  34        9.00 8.70 7.49 11/174 13954        500000        userspace
Thu Apr 22 22:10:12 PDT 2010  34        8.92 8.68 7.49 10/174 13960        500000        userspace
Thu Apr 22 22:10:17 PDT 2010  34        8.85 8.67 7.50 10/174 13966        500000        userspace
Thu Apr 22 22:10:23 PDT 2010  34        8.78 8.66 7.50 11/174 13972        500000        userspace
Thu Apr 22 22:10:28 PDT 2010  34        8.80 8.67 7.51 10/174 13978        500000        userspace
Thu Apr 22 22:10:33 PDT 2010  34        8.73 8.66 7.51 10/174 13984        500000        userspace
Thu Apr 22 22:10:39 PDT 2010  34        8.75 8.66 7.52 10/174 13990        500000        userspace
Thu Apr 22 22:10:44 PDT 2010  34        8.69 8.65 7.52 10/174 13996        500000        userspace
Thu Apr 22 22:10:49 PDT 2010  34        8.64 8.64 7.52 10/174 14002        500000        userspace
Thu Apr 22 22:10:55 PDT 2010  34        8.75 8.66 7.54 10/174 14008        500000        userspace
Thu Apr 22 22:11:00 PDT 2010  34        8.70 8.66 7.55 10/174 14014        500000        userspace
Thu Apr 22 22:11:05 PDT 2010  34        8.73 8.66 7.55 10/174 14023        500000        userspace
Thu Apr 22 22:11:10 PDT 2010  34        8.67 8.65 7.56 10/174 14029        500000        userspace
Thu Apr 22 22:11:16 PDT 2010  34        8.62 8.64 7.56 10/174 14035        500000        userspace
Thu Apr 22 22:11:21 PDT 2010  34        8.57 8.63 7.56 10/174 14042        500000        userspace
Thu Apr 22 22:11:26 PDT 2010  34        8.52 8.62 7.56 10/174 14049        500000        userspace
Thu Apr 22 22:11:31 PDT 2010  34        8.56 8.62 7.57 10/174 14055        500000        userspace
Thu Apr 22 22:11:37 PDT 2010  34        8.59 8.63 7.58 10/174 14061        500000        userspace
Thu Apr 22 22:11:42 PDT 2010  34        8.55 8.62 7.58 10/174 14067        500000        userspace
Thu Apr 22 22:11:47 PDT 2010  34        8.50 8.61 7.58 10/174 14073        500000        userspace
Thu Apr 22 22:11:53 PDT 2010  34        8.46 8.60 7.58 11/174 14079        500000        userspace
Thu Apr 22 22:11:58 PDT 2010  34        8.42 8.59 7.58 10/174 14085        500000        userspace
Thu Apr 22 22:12:03 PDT 2010  34        8.55 8.61 7.60 10/174 14094        500000        userspace
Thu Apr 22 22:12:09 PDT 2010  34        8.59 8.62 7.60 11/174 14100        500000        userspace
Thu Apr 22 22:12:14 PDT 2010  34        8.54 8.61 7.61 10/174 14106        500000        userspace
Thu Apr 22 22:12:20 PDT 2010  34        8.50 8.60 7.61 10/174 14112        500000        userspace
Thu Apr 22 22:12:25 PDT 2010  34        8.96 8.69 7.65 10/174 14118        500000        userspace
Thu Apr 22 22:12:30 PDT 2010  34        8.88 8.68 7.65 10/174 14124        500000        userspace
Thu Apr 22 22:12:36 PDT 2010  34        8.97 8.70 7.66 10/174 14130        500000        userspace
Thu Apr 22 22:12:41 PDT 2010  34        8.89 8.69 7.66 11/174 14136        500000        userspace
Thu Apr 22 22:12:46 PDT 2010  34        8.82 8.68 7.67 10/174 14142        500000        userspace
Thu Apr 22 22:12:51 PDT 2010  34        8.76 8.67 7.67 10/174 14148        500000        userspace
Thu Apr 22 22:12:57 PDT 2010  34        8.62 8.64 7.66 9/174 14156        500000        userspace
Thu Apr 22 22:13:02 PDT 2010  34        8.49 8.61 7.66 9/174 14165        500000        userspace
Thu Apr 22 22:13:07 PDT 2010  34        8.45 8.60 7.66 9/174 14171        500000        userspace
Thu Apr 22 22:13:13 PDT 2010  34        8.33 8.57 7.66 9/174 14177        500000        userspace
Thu Apr 22 22:13:18 PDT 2010  34        8.22 8.55 7.65 9/174 14183        500000        userspace
Thu Apr 22 22:13:23 PDT 2010  34        8.13 8.52 7.65 9/174 14189        500000        userspace
Thu Apr 22 22:13:28 PDT 2010  34        8.04 8.50 7.64 9/174 14195        500000        userspace
Thu Apr 22 22:13:34 PDT 2010  34        7.95 8.47 7.64 9/174 14201        500000        userspace
Thu Apr 22 22:13:39 PDT 2010  34        7.96 8.46 7.64 9/174 14207        500000        userspace
Thu Apr 22 22:13:44 PDT 2010  34        7.88 8.44 7.64 9/174 14213        500000        userspace
Thu Apr 22 22:13:49 PDT 2010  34        7.81 8.41 7.63 10/174 14219        500000        userspace
Thu Apr 22 22:13:54 PDT 2010  34        7.74 8.39 7.63 9/174 14225        500000        userspace
Thu Apr 22 22:14:00 PDT 2010  34        7.68 8.37 7.63 9/174 14231        500000        userspace
Thu Apr 22 22:14:05 PDT 2010  34        7.87 8.39 7.64 10/174 14240        500000        userspace
Thu Apr 22 22:14:10 PDT 2010  34        7.96 8.40 7.65 9/174 14246        500000        userspace
Thu Apr 22 22:14:15 PDT 2010  34        7.88 8.37 7.64 10/174 14253        500000        userspace
Thu Apr 22 22:14:21 PDT 2010  34        7.81 8.35 7.64 9/174 14263        500000        userspace
Thu Apr 22 22:14:26 PDT 2010  34        7.74 8.33 7.64 10/174 14271        500000        userspace
Thu Apr 22 22:14:31 PDT 2010  34        7.68 8.31 7.63 10/174 14279        500000        userspace
Thu Apr 22 22:14:37 PDT 2010  34        7.79 8.32 7.64 9/174 14287        500000        userspace
Thu Apr 22 22:14:42 PDT 2010  34        7.72 8.29 7.64 10/176 14295        500000        userspace
Thu Apr 22 22:14:47 PDT 2010  34        7.59 8.26 7.63 9/174 14303        500000        userspace
Thu Apr 22 22:14:52 PDT 2010  34        7.46 8.22 7.62 9/174 14311        500000        userspace
Thu Apr 22 22:14:58 PDT 2010  34        7.34 8.18 7.61 8/174 14319        500000        userspace
Thu Apr 22 22:15:03 PDT 2010  34        7.31 8.16 7.61 8/174 14330        500000        userspace
Thu Apr 22 22:15:09 PDT 2010  34        7.21 8.13 7.60 9/174 14338        500000        userspace
Thu Apr 22 22:15:15 PDT 2010  34        7.11 8.09 7.59 9/176 14346        500000        userspace
Thu Apr 22 22:15:20 PDT 2010  34        7.34 8.12 7.60 8/174 14352        500000        userspace
Thu Apr 22 22:15:25 PDT 2010  34        7.56 8.15 7.61 7/174 14360        500000        userspace
Thu Apr 22 22:15:30 PDT 2010  34        7.24 8.06 7.59 7/174 14366        500000        userspace
Thu Apr 22 22:15:36 PDT 2010  34        6.98 8.00 7.57 6/174 14374        500000        userspace
Thu Apr 22 22:15:41 PDT 2010  34        6.58 7.90 7.54 5/174 14384        500000        userspace
Thu Apr 22 22:15:46 PDT 2010  32        6.05 7.77 7.50 1/174 14394        500000        userspace
Thu Apr 22 22:15:51 PDT 2010  31        5.57 7.64 7.46 1/174 14400        500000        userspace
Thu Apr 22 22:15:56 PDT 2010  30        5.12 7.51 7.42 3/174 14406        500000        userspace
Thu Apr 22 22:16:01 PDT 2010  30        4.71 7.38 7.38 3/174 14415        500000        userspace
Thu Apr 22 22:16:06 PDT 2010  30        4.33 7.26 7.34 3/174 14421        500000        userspace
Thu Apr 22 22:16:11 PDT 2010  30        3.98 7.14 7.30 4/174 14427        500000        userspace
Thu Apr 22 22:16:16 PDT 2010  30        3.67 7.02 7.26 3/174 14433        500000        userspace
Thu Apr 22 22:16:21 PDT 2010  30        3.37 6.90 7.22 1/174 14439        500000        userspace
Thu Apr 22 22:16:26 PDT 2010  30        3.10 6.79 7.18 3/174 14445        500000        userspace
Thu Apr 22 22:16:31 PDT 2010  28        2.85 6.68 7.14 3/174 14451        500000        userspace
Thu Apr 22 22:16:37 PDT 2010  28        2.62 6.57 7.10 3/174 14457        500000        userspace
Thu Apr 22 22:16:42 PDT 2010  28        2.41 6.46 7.07 6/174 14463        500000        userspace
Thu Apr 22 22:16:47 PDT 2010  28        2.22 6.35 7.03 3/166 14470        500000        userspace
Thu Apr 22 22:16:52 PDT 2010  28        2.04 6.24 6.99 4/166 14476        500000        userspace
Thu Apr 22 22:16:57 PDT 2010  28        1.88 6.14 6.95 3/166 14482        500000        userspace
Thu Apr 22 22:17:02 PDT 2010  28        1.73 6.04 6.91 3/166 14491        500000        userspace
Thu Apr 22 22:17:07 PDT 2010  28        1.59 5.94 6.88 1/166 14497        500000        userspace
Thu Apr 22 22:17:12 PDT 2010  28        1.46 5.84 6.84 1/166 14503        500000        userspace
Thu Apr 22 22:17:17 PDT 2010  28        1.34 5.74 6.80 3/166 14510        500000        userspace
Thu Apr 22 22:17:22 PDT 2010  28        1.24 5.65 6.77 3/166 14516        500000        userspace
