******Format of cpu stats log file: Date/Time     CPU Temp        Load Average    CPU Frequency   Governor***
Thu Apr 22 23:45:01 CDT 2010  48        0.79 6.73 6.93 2/233 8962        800000        userspace
Thu Apr 22 23:45:06 CDT 2010  49        0.72 6.62 6.90 4/233 8968        800000        userspace
Thu Apr 22 23:45:11 CDT 2010  48        0.66 6.51 6.86 4/233 8974        800000        userspace
Thu Apr 22 23:45:16 CDT 2010  49        0.61 6.40 6.82 2/233 8980        800000        userspace
Thu Apr 22 23:45:22 CDT 2010  49        0.56 6.29 6.79 2/233 8986        800000        userspace
Thu Apr 22 23:45:27 CDT 2010  49        0.52 6.19 6.75 2/223 8993        800000        userspace
Thu Apr 22 23:45:32 CDT 2010  49        0.47 6.08 6.71 4/223 8999        800000        userspace
Thu Apr 22 23:45:37 CDT 2010  49        0.60 6.02 6.69 3/223 9005        800000        userspace
Thu Apr 22 23:45:42 CDT 2010  48        0.55 5.92 6.65 3/223 9011        800000        userspace
Thu Apr 22 23:45:47 CDT 2010  48        0.50 5.82 6.61 2/223 9017        800000        userspace
Thu Apr 22 23:45:52 CDT 2010  48        0.46 5.72 6.58 2/223 9023        800000        userspace
Thu Apr 22 23:45:57 CDT 2010  48        0.67 5.68 6.56 4/223 9030        800000        userspace
Thu Apr 22 23:46:02 CDT 2010  48        0.61 5.58 6.52 2/223 9036        800000        userspace
Thu Apr 22 23:46:07 CDT 2010  48        0.80 5.54 6.50 3/223 9042        800000        userspace
Thu Apr 22 23:46:12 CDT 2010  48        0.74 5.45 6.47 3/223 9048        800000        userspace
Thu Apr 22 23:46:17 CDT 2010  48        0.68 5.35 6.43 4/223 9055        800000        userspace
Thu Apr 22 23:46:22 CDT 2010  48        0.63 5.27 6.40 3/223 9061        800000        userspace
Thu Apr 22 23:46:27 CDT 2010  48        0.90 5.24 6.39 3/223 9069        800000        userspace
Thu Apr 22 23:46:32 CDT 2010  48        1.22 5.24 6.38 7/223 9076        800000        userspace
Thu Apr 22 23:46:37 CDT 2010  48        1.73 5.21 6.36 4/223 9084        800000        userspace
Thu Apr 22 23:46:42 CDT 2010  51        1.75 5.16 6.33 2/227 9101        800000        userspace
Thu Apr 22 23:46:47 CDT 2010  51        1.77 5.11 6.31 3/223 9122        800000        userspace
Thu Apr 22 23:46:52 CDT 2010  51        2.03 5.11 6.30 3/224 9153        800000        userspace
Thu Apr 22 23:46:58 CDT 2010  51        2.19 5.09 6.29 3/224 9161        800000        userspace
Thu Apr 22 23:47:03 CDT 2010  52        2.65 5.14 6.30 2/225 9168        800000        userspace
Thu Apr 22 23:47:08 CDT 2010  51        2.44 5.05 6.27 3/223 9176        800000        userspace
Thu Apr 22 23:47:13 CDT 2010  51        2.24 4.97 6.23 2/223 9184        800000        userspace
Thu Apr 22 23:47:18 CDT 2010  48        2.06 4.88 6.20 2/223 9192        800000        userspace
Thu Apr 22 23:47:23 CDT 2010  44        1.98 4.82 6.17 3/223 9199        800000        userspace
Thu Apr 22 23:47:28 CDT 2010  48        1.82 4.74 6.14 3/222 9207        800000        userspace
Thu Apr 22 23:47:33 CDT 2010  47        1.67 4.66 6.10 2/222 9214        800000        userspace
Thu Apr 22 23:47:38 CDT 2010  45        1.54 4.58 6.07 2/222 9221        800000        userspace
Thu Apr 22 23:47:43 CDT 2010  45        1.50 4.52 6.04 2/222 9228        800000        userspace
Thu Apr 22 23:47:48 CDT 2010  45        1.38 4.45 6.01 2/222 9236        800000        userspace
Thu Apr 22 23:47:53 CDT 2010  45        1.27 4.37 5.98 2/222 9242        800000        userspace
Thu Apr 22 23:47:58 CDT 2010  44        1.16 4.30 5.94 2/222 9248        800000        userspace
Thu Apr 22 23:48:03 CDT 2010  45        1.07 4.23 5.91 2/222 9254        800000        userspace
Thu Apr 22 23:48:08 CDT 2010  44        0.98 4.16 5.88 2/222 9261        800000        userspace
Thu Apr 22 23:48:13 CDT 2010  44        0.91 4.09 5.85 3/222 9268        800000        userspace
Thu Apr 22 23:48:18 CDT 2010  44        0.83 4.02 5.82 2/222 9276        800000        userspace
Thu Apr 22 23:48:23 CDT 2010  44        0.77 3.95 5.79 2/222 9284        800000        userspace
Thu Apr 22 23:48:28 CDT 2010  44        0.70 3.89 5.75 2/222 9291        800000        userspace
Thu Apr 22 23:48:33 CDT 2010  44        0.65 3.82 5.72 3/222 9298        800000        userspace
Thu Apr 22 23:48:38 CDT 2010  44        0.60 3.76 5.69 2/222 9305        800000        userspace
Thu Apr 22 23:48:43 CDT 2010  44        0.55 3.70 5.66 2/222 9312        800000        userspace
Thu Apr 22 23:48:48 CDT 2010  44        0.50 3.64 5.63 3/222 9319        800000        userspace
Thu Apr 22 23:48:53 CDT 2010  44        0.46 3.58 5.60 2/222 9328        800000        userspace
Thu Apr 22 23:48:58 CDT 2010  44        0.43 3.52 5.57 2/222 9337        800000        userspace
Thu Apr 22 23:49:04 CDT 2010  42        0.39 3.46 5.54 2/222 9345        800000        userspace
Thu Apr 22 23:49:09 CDT 2010  42        0.36 3.40 5.51 5/222 9353        800000        userspace
Thu Apr 22 23:49:14 CDT 2010  44        0.33 3.34 5.48 2/222 9360        800000        userspace
Thu Apr 22 23:49:19 CDT 2010  42        0.30 3.29 5.45 2/222 9367        800000        userspace
Thu Apr 22 23:49:24 CDT 2010  42        0.28 3.23 5.42 4/222 9374        800000        userspace
Thu Apr 22 23:49:29 CDT 2010  42        0.26 3.18 5.39 2/222 9381        800000        userspace
Thu Apr 22 23:49:34 CDT 2010  42        0.24 3.13 5.36 2/222 9388        800000        userspace
Thu Apr 22 23:49:39 CDT 2010  42        0.22 3.07 5.33 2/222 9395        800000        userspace
Thu Apr 22 23:49:44 CDT 2010  42        0.20 3.02 5.31 2/222 9403        800000        userspace
Thu Apr 22 23:49:49 CDT 2010  42        0.18 2.97 5.28 2/222 9411        800000        userspace
Thu Apr 22 23:49:54 CDT 2010  42        0.17 2.92 5.25 2/222 9418        800000        userspace
Thu Apr 22 23:49:59 CDT 2010  42        0.15 2.87 5.22 2/222 9426        800000        userspace
Thu Apr 22 23:50:04 CDT 2010  42        0.14 2.83 5.19 2/222 9434        800000        userspace
Thu Apr 22 23:50:09 CDT 2010  42        0.13 2.78 5.16 3/222 9441        800000        userspace
Thu Apr 22 23:50:14 CDT 2010  42        0.12 2.73 5.13 2/222 9448        800000        userspace
Thu Apr 22 23:50:19 CDT 2010  42        0.11 2.69 5.11 2/222 9455        800000        userspace
Thu Apr 22 23:50:24 CDT 2010  42        0.10 2.64 5.08 2/222 9462        800000        userspace
Thu Apr 22 23:50:29 CDT 2010  42        0.09 2.60 5.05 2/222 9468        800000        userspace
Thu Apr 22 23:50:34 CDT 2010  42        0.08 2.55 5.02 2/222 9475        800000        userspace
Thu Apr 22 23:50:39 CDT 2010  42        0.08 2.51 5.00 2/222 9482        800000        userspace
Thu Apr 22 23:50:44 CDT 2010  42        0.07 2.47 4.97 3/222 9489        800000        userspace
Thu Apr 22 23:50:49 CDT 2010  41        0.07 2.43 4.94 3/222 9496        800000        userspace
Thu Apr 22 23:50:54 CDT 2010  41        0.06 2.39 4.92 4/222 9503        800000        userspace
Thu Apr 22 23:50:59 CDT 2010  41        0.06 2.35 4.89 3/222 9510        800000        userspace
Thu Apr 22 23:51:04 CDT 2010  41        0.05 2.31 4.86 2/222 9517        800000        userspace
Thu Apr 22 23:51:09 CDT 2010  41        0.05 2.27 4.84 2/222 9526        800000        userspace
Thu Apr 22 23:51:14 CDT 2010  41        0.04 2.23 4.81 2/222 9533        800000        userspace
Thu Apr 22 23:51:20 CDT 2010  41        0.04 2.19 4.78 3/222 9540        800000        userspace
Thu Apr 22 23:51:25 CDT 2010  41        0.04 2.16 4.76 2/222 9547        800000        userspace
Thu Apr 22 23:51:30 CDT 2010  41        0.03 2.12 4.73 2/222 9554        800000        userspace
Thu Apr 22 23:51:35 CDT 2010  41        0.03 2.09 4.71 2/222 9564        800000        userspace
Thu Apr 22 23:51:40 CDT 2010  41        0.03 2.05 4.68 4/222 9571        800000        userspace
Thu Apr 22 23:51:45 CDT 2010  41        0.02 2.02 4.66 2/222 9577        800000        userspace
Thu Apr 22 23:51:50 CDT 2010  41        0.02 1.98 4.63 2/222 9586        800000        userspace
Thu Apr 22 23:51:55 CDT 2010  41        0.02 1.95 4.61 2/222 9593        800000        userspace
Thu Apr 22 23:52:00 CDT 2010  41        0.02 1.92 4.58 2/222 9599        800000        userspace
Thu Apr 22 23:52:05 CDT 2010  41        0.02 1.89 4.56 2/222 9605        800000        userspace
Thu Apr 22 23:52:10 CDT 2010  41        0.02 1.85 4.53 2/222 9612        800000        userspace
Thu Apr 22 23:52:15 CDT 2010  41        0.01 1.82 4.51 2/222 9619        800000        userspace
Thu Apr 22 23:52:20 CDT 2010  41        0.09 1.81 4.49 2/222 9625        800000        userspace
Thu Apr 22 23:52:25 CDT 2010  41        0.08 1.78 4.46 2/222 9634        800000        userspace
Thu Apr 22 23:52:30 CDT 2010  41        0.08 1.75 4.44 2/222 9640        800000        userspace
Thu Apr 22 23:52:35 CDT 2010  41        0.07 1.72 4.41 2/222 9647        800000        userspace
Thu Apr 22 23:52:40 CDT 2010  41        0.07 1.69 4.39 2/222 9654        800000        userspace
Thu Apr 22 23:52:45 CDT 2010  39        0.06 1.66 4.37 2/222 9664        800000        userspace
Thu Apr 22 23:52:50 CDT 2010  41        0.06 1.63 4.34 2/222 9671        800000        userspace
Thu Apr 22 23:52:55 CDT 2010  39        0.05 1.61 4.32 2/222 9677        800000        userspace
Thu Apr 22 23:53:00 CDT 2010  39        0.05 1.58 4.30 2/222 9684        800000        userspace
Thu Apr 22 23:53:05 CDT 2010  39        0.04 1.55 4.27 2/222 9691        800000        userspace
Thu Apr 22 23:53:10 CDT 2010  39        0.04 1.53 4.25 2/222 9701        800000        userspace
Thu Apr 22 23:53:15 CDT 2010  39        0.04 1.50 4.23 2/222 9708        800000        userspace
Thu Apr 22 23:53:20 CDT 2010  39        0.03 1.48 4.20 2/222 9715        800000        userspace
Thu Apr 22 23:53:25 CDT 2010  39        0.03 1.45 4.18 2/222 9722        800000        userspace
Thu Apr 22 23:53:30 CDT 2010  39        0.03 1.43 4.16 2/222 9729        800000        userspace
Thu Apr 22 23:53:36 CDT 2010  39        0.02 1.40 4.14 2/222 9736        800000        userspace
Thu Apr 22 23:53:41 CDT 2010  39        0.02 1.38 4.11 2/222 9742        800000        userspace
Thu Apr 22 23:53:46 CDT 2010  39        0.02 1.36 4.09 2/222 9752        800000        userspace
Thu Apr 22 23:53:51 CDT 2010  39        0.02 1.33 4.07 2/222 9762        800000        userspace
Thu Apr 22 23:53:56 CDT 2010  39        0.02 1.31 4.05 3/222 9771        800000        userspace
Thu Apr 22 23:54:01 CDT 2010  39        0.02 1.29 4.02 2/222 9778        800000        userspace
Thu Apr 22 23:54:06 CDT 2010  39        0.01 1.27 4.00 2/222 9788        800000        userspace
Thu Apr 22 23:54:11 CDT 2010  39        0.01 1.25 3.98 2/222 9795        800000        userspace
Thu Apr 22 23:54:16 CDT 2010  39        0.01 1.23 3.96 3/222 9802        800000        userspace
Thu Apr 22 23:54:21 CDT 2010  39        0.01 1.21 3.94 2/222 9808        800000        userspace
Thu Apr 22 23:54:26 CDT 2010  39        0.01 1.19 3.92 2/222 9815        800000        userspace
Thu Apr 22 23:54:31 CDT 2010  39        0.01 1.17 3.89 2/222 9822        800000        userspace
Thu Apr 22 23:54:36 CDT 2010  39        0.01 1.15 3.87 2/222 9829        800000        userspace
Thu Apr 22 23:54:41 CDT 2010  39        0.01 1.13 3.85 2/222 9836        800000        userspace
Thu Apr 22 23:54:46 CDT 2010  39        0.01 1.11 3.83 2/222 9843        800000        userspace
Thu Apr 22 23:54:51 CDT 2010  39        0.00 1.09 3.81 3/222 9850        800000        userspace
Thu Apr 22 23:54:56 CDT 2010  39        0.00 1.07 3.79 3/222 9857        800000        userspace
Thu Apr 22 23:55:01 CDT 2010  39        0.00 1.05 3.77 2/222 9864        800000        userspace
Thu Apr 22 23:55:06 CDT 2010  39        0.00 1.04 3.75 2/222 9871        800000        userspace
Thu Apr 22 23:55:11 CDT 2010  39        0.00 1.02 3.73 2/222 9878        800000        userspace
Thu Apr 22 23:55:16 CDT 2010  39        0.00 1.00 3.71 2/222 9885        800000        userspace
Thu Apr 22 23:55:21 CDT 2010  39        0.00 0.98 3.69 2/222 9892        800000        userspace
Thu Apr 22 23:55:26 CDT 2010  38        0.00 0.97 3.67 3/222 9899        800000        userspace
Thu Apr 22 23:55:31 CDT 2010  38        0.00 0.95 3.65 2/222 9906        800000        userspace
Thu Apr 22 23:55:36 CDT 2010  38        0.00 0.93 3.63 2/222 9913        800000        userspace
Thu Apr 22 23:55:41 CDT 2010  38        0.00 0.92 3.61 2/222 9922        800000        userspace
Thu Apr 22 23:55:46 CDT 2010  38        0.00 0.90 3.59 2/222 9929        800000        userspace
Thu Apr 22 23:55:52 CDT 2010  38        0.00 0.89 3.57 2/222 9935        800000        userspace
Thu Apr 22 23:55:57 CDT 2010  38        0.00 0.87 3.55 2/222 9942        800000        userspace
Thu Apr 22 23:56:02 CDT 2010  42        0.16 0.89 3.54 3/230 9964        800000        userspace
Thu Apr 22 23:56:07 CDT 2010  42        0.55 0.96 3.55 5/230 9971        800000        userspace
Thu Apr 22 23:56:12 CDT 2010  42        0.50 0.94 3.53 3/223 9978        800000        userspace
Thu Apr 22 23:56:21 CDT 2010  42        1.55 1.14 3.57 6/214 9992        800000        userspace
Thu Apr 22 23:56:27 CDT 2010  42        1.42 1.12 3.55 2/208 10007        800000        userspace
Thu Apr 22 23:56:32 CDT 2010  42        1.31 1.11 3.53 2/208 10013        800000        userspace
Thu Apr 22 23:56:37 CDT 2010  41        1.20 1.09 3.51 2/208 10019        800000        userspace
Thu Apr 22 23:56:42 CDT 2010  41        1.11 1.07 3.49 2/208 10025        800000        userspace
Thu Apr 22 23:56:47 CDT 2010  39        1.02 1.05 3.47 2/208 10031        800000        userspace
Thu Apr 22 23:56:52 CDT 2010  39        0.94 1.03 3.45 2/208 10037        800000        userspace
Thu Apr 22 23:56:57 CDT 2010  39        0.86 1.02 3.43 2/208 10043        800000        userspace
Thu Apr 22 23:57:02 CDT 2010  39        0.79 1.00 3.41 2/208 10049        800000        userspace
Thu Apr 22 23:57:07 CDT 2010  39        0.73 0.98 3.40 1/208 10055        800000        userspace
Thu Apr 22 23:57:12 CDT 2010  39        0.67 0.97 3.38 3/208 10061        800000        userspace
Thu Apr 22 23:57:17 CDT 2010  39        0.62 0.95 3.36 2/205 10067        800000        userspace
Thu Apr 22 23:57:22 CDT 2010  39        0.81 0.98 3.36 3/206 10079        800000        userspace
Thu Apr 22 23:57:27 CDT 2010  44        1.14 1.05 3.37 3/210 10101        800000        userspace
Thu Apr 22 23:57:32 CDT 2010  44        1.21 1.07 3.36 2/210 10108        800000        userspace
Thu Apr 22 23:57:37 CDT 2010  41        1.11 1.05 3.34 2/210 10115        800000        userspace
Thu Apr 22 23:57:42 CDT 2010  41        1.02 1.03 3.32 3/212 10125        800000        userspace
Thu Apr 22 23:57:47 CDT 2010  42        0.94 1.01 3.30 2/212 10135        800000        userspace
Thu Apr 22 23:57:52 CDT 2010  41        0.87 1.00 3.29 3/212 10144        800000        userspace
Thu Apr 22 23:57:57 CDT 2010  41        0.80 0.98 3.27 3/212 10151        800000        userspace
Thu Apr 22 23:58:02 CDT 2010  41        0.73 0.96 3.25 2/212 10159        800000        userspace
Thu Apr 22 23:58:07 CDT 2010  41        0.67 0.95 3.23 2/212 10166        800000        userspace
Thu Apr 22 23:58:12 CDT 2010  41        0.62 0.93 3.21 3/212 10172        800000        userspace
Thu Apr 22 23:58:17 CDT 2010  41        0.57 0.91 3.20 2/212 10181        800000        userspace
Thu Apr 22 23:58:22 CDT 2010  41        0.52 0.90 3.18 2/212 10188        800000        userspace
Thu Apr 22 23:58:27 CDT 2010  41        0.64 0.92 3.17 2/212 10197        800000        userspace
Thu Apr 22 23:58:32 CDT 2010  39        0.59 0.90 3.16 2/212 10203        800000        userspace
Thu Apr 22 23:58:38 CDT 2010  39        0.54 0.89 3.14 2/212 10210        800000        userspace
Thu Apr 22 23:58:43 CDT 2010  39        0.50 0.87 3.12 2/212 10217        800000        userspace
Thu Apr 22 23:58:48 CDT 2010  39        0.46 0.86 3.10 2/212 10224        800000        userspace
Thu Apr 22 23:58:53 CDT 2010  39        0.42 0.84 3.09 3/214 10236        800000        userspace
Thu Apr 22 23:58:58 CDT 2010  39        0.39 0.83 3.07 2/214 10246        800000        userspace
Thu Apr 22 23:59:03 CDT 2010  39        0.36 0.81 3.05 2/214 10253        800000        userspace
Thu Apr 22 23:59:08 CDT 2010  39        0.33 0.80 3.04 2/214 10260        800000        userspace
Thu Apr 22 23:59:13 CDT 2010  39        0.30 0.79 3.02 2/214 10267        800000        userspace
Thu Apr 22 23:59:18 CDT 2010  39        0.28 0.77 3.00 3/214 10274        800000        userspace
Thu Apr 22 23:59:23 CDT 2010  39        0.25 0.76 2.99 2/214 10281        800000        userspace
Thu Apr 22 23:59:28 CDT 2010  39        0.23 0.75 2.97 2/214 10287        800000        userspace
Thu Apr 22 23:59:33 CDT 2010  39        0.21 0.73 2.96 3/214 10294        600000        userspace
Thu Apr 22 23:59:38 CDT 2010  39        0.20 0.72 2.94 2/214 10305        600000        userspace
Thu Apr 22 23:59:43 CDT 2010  38        0.18 0.71 2.92 2/214 10312        600000        userspace
Thu Apr 22 23:59:48 CDT 2010  38        0.17 0.70 2.91 2/214 10321        600000        userspace
Thu Apr 22 23:59:53 CDT 2010  38        0.15 0.69 2.89 2/214 10327        600000        userspace
Thu Apr 22 23:59:58 CDT 2010  38        0.14 0.67 2.88 2/214 10334        600000        userspace
Fri Apr 23 00:00:03 CDT 2010  38        0.13 0.66 2.86 3/214 10341        600000        userspace
Fri Apr 23 00:00:08 CDT 2010  39        0.12 0.65 2.85 2/214 10348        600000        userspace
Fri Apr 23 00:00:13 CDT 2010  39        0.11 0.64 2.83 3/214 10355        600000        userspace
Fri Apr 23 00:00:18 CDT 2010  39        0.34 0.68 2.83 2/214 10364        600000        userspace
Fri Apr 23 00:00:24 CDT 2010  39        0.31 0.67 2.81 2/214 10371        600000        userspace
Fri Apr 23 00:00:29 CDT 2010  38        0.29 0.66 2.80 4/214 10377        600000        userspace
Fri Apr 23 00:00:34 CDT 2010  38        0.26 0.64 2.78 2/214 10384        600000        userspace
Fri Apr 23 00:00:39 CDT 2010  38        0.24 0.63 2.77 2/214 10390        600000        userspace
Fri Apr 23 00:00:44 CDT 2010  38        0.22 0.62 2.75 3/214 10397        600000        userspace
Fri Apr 23 00:00:49 CDT 2010  39        0.28 0.63 2.74 2/215 10404        600000        userspace
Fri Apr 23 00:00:54 CDT 2010  39        0.26 0.62 2.73 2/215 10410        600000        userspace
Fri Apr 23 00:00:59 CDT 2010  39        0.48 0.66 2.73 2/215 10416        600000        userspace
Fri Apr 23 00:01:04 CDT 2010  39        0.44 0.65 2.71 2/215 10422        600000        userspace
Fri Apr 23 00:01:09 CDT 2010  39        0.65 0.69 2.72 2/215 10428        600000        userspace
Fri Apr 23 00:01:14 CDT 2010  38        0.59 0.67 2.70 2/215 10434        600000        userspace
Fri Apr 23 00:01:19 CDT 2010  38        0.55 0.66 2.69 2/215 10440        600000        userspace
Fri Apr 23 00:01:24 CDT 2010  38        0.50 0.65 2.67 2/215 10447        600000        userspace
Fri Apr 23 00:01:29 CDT 2010  38        0.70 0.69 2.67 3/215 10454        600000        userspace
Fri Apr 23 00:01:34 CDT 2010  38        0.65 0.68 2.66 2/215 10463        600000        userspace
Fri Apr 23 00:01:39 CDT 2010  38        0.59 0.67 2.64 2/215 10470        600000        userspace
Fri Apr 23 00:01:44 CDT 2010  38        0.55 0.66 2.63 2/215 10477        600000        userspace
Fri Apr 23 00:01:49 CDT 2010  38        0.50 0.64 2.62 2/214 10485        600000        userspace
Fri Apr 23 00:01:54 CDT 2010  38        0.46 0.63 2.60 2/214 10493        600000        userspace
Fri Apr 23 00:01:59 CDT 2010  38        0.66 0.67 2.60 2/214 10500        600000        userspace
Fri Apr 23 00:02:04 CDT 2010  38        0.85 0.71 2.61 3/214 10507        600000        userspace
Fri Apr 23 00:02:10 CDT 2010  38        1.02 0.75 2.61 2/214 10514        600000        userspace
Fri Apr 23 00:02:15 CDT 2010  38        1.01 0.76 2.59 2/214 10523        600000        userspace
Fri Apr 23 00:02:20 CDT 2010  38        0.93 0.74 2.58 2/214 10532        600000        userspace
Fri Apr 23 00:02:25 CDT 2010  38        0.86 0.73 2.56 3/214 10539        600000        userspace
Fri Apr 23 00:02:30 CDT 2010  38        0.79 0.72 2.55 2/214 10546        600000        userspace
Fri Apr 23 00:02:35 CDT 2010  38        0.72 0.71 2.53 2/214 10553        600000        userspace
Fri Apr 23 00:02:40 CDT 2010  37        0.67 0.69 2.52 2/214 10560        600000        userspace
Fri Apr 23 00:02:45 CDT 2010  37        0.61 0.68 2.51 3/214 10567        600000        userspace
Fri Apr 23 00:02:50 CDT 2010  37        0.56 0.67 2.49 2/214 10574        600000        userspace
Fri Apr 23 00:02:55 CDT 2010  38        0.52 0.66 2.48 2/214 10581        600000        userspace
Fri Apr 23 00:03:00 CDT 2010  38        0.64 0.68 2.48 2/214 10588        600000        userspace
Fri Apr 23 00:03:05 CDT 2010  38        0.59 0.67 2.46 2/214 10595        600000        userspace
Fri Apr 23 00:03:10 CDT 2010  37        0.54 0.66 2.45 2/214 10602        600000        userspace
Fri Apr 23 00:03:15 CDT 2010  37        0.49 0.65 2.43 2/214 10611        600000        userspace
Fri Apr 23 00:03:20 CDT 2010  37        0.45 0.64 2.42 2/214 10618        600000        userspace
Fri Apr 23 00:03:25 CDT 2010  37        0.42 0.63 2.41 2/214 10625        600000        userspace
Fri Apr 23 00:03:30 CDT 2010  37        0.38 0.61 2.40 3/214 10632        600000        userspace
Fri Apr 23 00:03:35 CDT 2010  37        0.35 0.60 2.38 2/214 10639        600000        userspace
Fri Apr 23 00:03:40 CDT 2010  37        0.32 0.59 2.37 2/214 10646        600000        userspace
Fri Apr 23 00:03:45 CDT 2010  37        0.30 0.58 2.36 3/214 10652        600000        userspace
Fri Apr 23 00:03:50 CDT 2010  37        0.27 0.57 2.34 2/214 10659        600000        userspace
Fri Apr 23 00:03:55 CDT 2010  37        0.25 0.56 2.33 2/214 10666        600000        userspace
Fri Apr 23 00:04:00 CDT 2010  37        0.39 0.59 2.33 3/214 10672        600000        userspace
Fri Apr 23 00:04:06 CDT 2010  37        0.36 0.58 2.32 2/214 10682        600000        userspace
Fri Apr 23 00:04:11 CDT 2010  37        0.33 0.57 2.30 2/214 10689        600000        userspace
Fri Apr 23 00:04:16 CDT 2010  37        0.30 0.56 2.29 3/214 10696        600000        userspace
Fri Apr 23 00:04:21 CDT 2010  37        0.28 0.55 2.28 4/214 10702        600000        userspace
Fri Apr 23 00:04:26 CDT 2010  37        0.26 0.54 2.27 3/214 10708        600000        userspace
Fri Apr 23 00:04:31 CDT 2010  37        0.24 0.53 2.25 2/214 10714        600000        userspace
Fri Apr 23 00:04:36 CDT 2010  37        0.22 0.52 2.24 2/214 10722        600000        userspace
Fri Apr 23 00:04:41 CDT 2010  37        0.20 0.51 2.23 2/214 10730        600000        userspace
Fri Apr 23 00:04:46 CDT 2010  37        0.18 0.50 2.22 2/214 10736        600000        userspace
Fri Apr 23 00:04:51 CDT 2010  37        0.17 0.50 2.20 2/214 10742        600000        userspace
Fri Apr 23 00:04:56 CDT 2010  37        0.31 0.52 2.20 3/214 10748        600000        userspace
Fri Apr 23 00:05:01 CDT 2010  37        0.29 0.51 2.19 3/214 10754        600000        userspace
Fri Apr 23 00:05:06 CDT 2010  37        0.27 0.50 2.18 2/214 10761        600000        userspace
Fri Apr 23 00:05:11 CDT 2010  37        0.24 0.49 2.17 2/214 10767        600000        userspace
Fri Apr 23 00:05:16 CDT 2010  37        0.22 0.49 2.15 2/214 10774        600000        userspace
Fri Apr 23 00:05:21 CDT 2010  37        0.21 0.48 2.14 2/214 10780        600000        userspace
Fri Apr 23 00:05:26 CDT 2010  37        0.19 0.47 2.13 2/214 10789        600000        userspace
Fri Apr 23 00:05:31 CDT 2010  37        0.17 0.46 2.12 2/214 10800        600000        userspace
Fri Apr 23 00:05:36 CDT 2010  37        0.16 0.45 2.11 3/214 10809        600000        userspace
Fri Apr 23 00:05:41 CDT 2010  37        0.15 0.45 2.10 3/214 10820        600000        userspace
Fri Apr 23 00:05:46 CDT 2010  37        0.13 0.44 2.08 2/214 10827        600000        userspace
Fri Apr 23 00:05:51 CDT 2010  37        0.12 0.43 2.07 3/214 10833        600000        userspace
Fri Apr 23 00:05:57 CDT 2010  37        0.11 0.42 2.06 2/214 10841        600000        userspace
Fri Apr 23 00:06:02 CDT 2010  37        0.10 0.42 2.05 2/214 10850        600000        userspace
Fri Apr 23 00:06:07 CDT 2010  37        0.10 0.41 2.04 2/214 10859        600000        userspace
Fri Apr 23 00:06:12 CDT 2010  37        0.09 0.40 2.03 2/214 10866        600000        userspace
Fri Apr 23 00:06:17 CDT 2010  37        0.08 0.39 2.02 2/214 10873        600000        userspace
Fri Apr 23 00:06:22 CDT 2010  37        0.07 0.39 2.01 2/214 10880        600000        userspace
Fri Apr 23 00:06:27 CDT 2010  37        0.07 0.38 1.99 2/214 10886        600000        userspace
Fri Apr 23 00:06:32 CDT 2010  37        0.06 0.37 1.98 2/214 10892        600000        userspace
Fri Apr 23 00:06:37 CDT 2010  37        0.06 0.37 1.97 2/214 10899        600000        userspace
Fri Apr 23 00:06:42 CDT 2010  37        0.05 0.36 1.96 3/214 10906        600000        userspace
Fri Apr 23 00:06:47 CDT 2010  37        0.05 0.36 1.95 2/214 10913        600000        userspace
Fri Apr 23 00:06:52 CDT 2010  35        0.04 0.35 1.94 2/214 10920        600000        userspace
Fri Apr 23 00:06:57 CDT 2010  37        0.04 0.34 1.93 2/214 10927        600000        userspace
Fri Apr 23 00:07:02 CDT 2010  37        0.04 0.34 1.92 2/214 10934        600000        userspace
Fri Apr 23 00:07:07 CDT 2010  37        0.03 0.33 1.91 2/214 10940        600000        userspace
Fri Apr 23 00:07:12 CDT 2010  37        0.03 0.33 1.90 2/214 10949        600000        userspace
Fri Apr 23 00:07:17 CDT 2010  35        0.03 0.32 1.89 3/214 10957        600000        userspace
Fri Apr 23 00:07:22 CDT 2010  37        0.02 0.31 1.88 2/214 10964        600000        userspace
Fri Apr 23 00:07:27 CDT 2010  35        0.02 0.31 1.87 2/214 10971        600000        userspace
Fri Apr 23 00:07:32 CDT 2010  35        0.02 0.30 1.86 2/214 10980        600000        userspace
Fri Apr 23 00:07:37 CDT 2010  37        0.02 0.30 1.85 2/214 10988        600000        userspace
Fri Apr 23 00:07:42 CDT 2010  37        0.02 0.29 1.84 2/214 10995        600000        userspace
Fri Apr 23 00:07:48 CDT 2010  35        0.02 0.29 1.83 3/213 11003        600000        userspace
Fri Apr 23 00:07:53 CDT 2010  37        0.01 0.28 1.82 3/214 11011        600000        userspace
Fri Apr 23 00:07:58 CDT 2010  37        0.01 0.28 1.81 3/214 11018        600000        userspace
Fri Apr 23 00:08:03 CDT 2010  35        0.01 0.27 1.80 2/214 11025        600000        userspace
Fri Apr 23 00:08:08 CDT 2010  37        0.01 0.27 1.79 2/214 11032        600000        userspace
Fri Apr 23 00:08:13 CDT 2010  35        0.01 0.26 1.78 2/214 11039        600000        userspace
Fri Apr 23 00:08:18 CDT 2010  35        0.01 0.26 1.77 2/214 11046        600000        userspace
Fri Apr 23 00:08:23 CDT 2010  35        0.01 0.25 1.76 2/214 11053        600000        userspace
Fri Apr 23 00:08:28 CDT 2010  35        0.01 0.25 1.75 2/214 11060        600000        userspace
