******Format of cpu stats log file: Date/Time     CPU Temp        Load Average    CPU Frequency   Governor***
Fri Apr 23 09:46:02 PDT 2010  30        9.37 8.10 4.49 10/174 21873        500000        userspace
Fri Apr 23 09:46:03 PDT 2010  30        9.37 8.10 4.49 11/174 21879        500000        userspace
Fri Apr 23 09:46:05 PDT 2010  30        9.26 8.10 4.51 10/174 21885        500000        userspace
Fri Apr 23 09:46:06 PDT 2010  30        9.26 8.10 4.51 10/174 21891        500000        userspace
Fri Apr 23 09:46:07 PDT 2010  30        9.26 8.10 4.51 10/174 21897        500000        userspace
Fri Apr 23 09:46:09 PDT 2010  30        9.26 8.10 4.51 10/174 21903        500000        userspace
Fri Apr 23 09:46:10 PDT 2010  30        9.24 8.12 4.53 11/174 21909        500000        userspace
Fri Apr 23 09:46:11 PDT 2010  30        9.24 8.12 4.53 10/174 21915        500000        userspace
Fri Apr 23 09:46:12 PDT 2010  30        9.24 8.12 4.53 10/174 21921        500000        userspace
Fri Apr 23 09:46:14 PDT 2010  30        9.24 8.12 4.53 10/174 21927        500000        userspace
Fri Apr 23 09:46:15 PDT 2010  30        9.14 8.11 4.55 11/174 21933        500000        userspace
Fri Apr 23 09:46:16 PDT 2010  30        9.14 8.11 4.55 10/174 21939        500000        userspace
Fri Apr 23 09:46:17 PDT 2010  30        9.14 8.11 4.55 10/174 21945        500000        userspace
Fri Apr 23 09:46:19 PDT 2010  30        9.14 8.11 4.55 10/174 21951        500000        userspace
Fri Apr 23 09:46:20 PDT 2010  30        9.04 8.11 4.57 10/174 21957        500000        userspace
Fri Apr 23 09:46:21 PDT 2010  30        9.04 8.11 4.57 11/174 21963        500000        userspace
Fri Apr 23 09:46:22 PDT 2010  30        9.04 8.11 4.57 10/174 21969        500000        userspace
Fri Apr 23 09:46:24 PDT 2010  30        9.04 8.11 4.57 11/174 21975        500000        userspace
Fri Apr 23 09:46:25 PDT 2010  30        9.20 8.16 4.60 10/174 21981        500000        userspace
Fri Apr 23 09:46:26 PDT 2010  30        9.20 8.16 4.60 10/174 21987        500000        userspace
Fri Apr 23 09:46:27 PDT 2010  30        9.20 8.16 4.60 10/174 21993        500000        userspace
Fri Apr 23 09:46:29 PDT 2010  30        9.20 8.16 4.60 10/174 21999        500000        userspace
Fri Apr 23 09:46:30 PDT 2010  30        9.35 8.21 4.63 11/174 22005        500000        userspace
Fri Apr 23 09:46:31 PDT 2010  30        9.35 8.21 4.63 10/174 22011        500000        userspace
Fri Apr 23 09:46:33 PDT 2010  30        9.35 8.21 4.63 11/174 22017        500000        userspace
Fri Apr 23 09:46:34 PDT 2010  30        9.35 8.21 4.63 10/174 22023        500000        userspace
Fri Apr 23 09:46:35 PDT 2010  30        9.48 8.25 4.67 10/174 22029        500000        userspace
Fri Apr 23 09:46:36 PDT 2010  30        9.48 8.25 4.67 10/174 22035        500000        userspace
Fri Apr 23 09:46:38 PDT 2010  30        9.48 8.25 4.67 10/174 22041        500000        userspace
Fri Apr 23 09:46:39 PDT 2010  30        9.48 8.25 4.67 12/174 22047        500000        userspace
Fri Apr 23 09:46:40 PDT 2010  30        9.60 8.30 4.70 9/174 22053        500000        userspace
Fri Apr 23 09:46:41 PDT 2010  30        9.60 8.30 4.70 10/174 22059        500000        userspace
Fri Apr 23 09:46:43 PDT 2010  30        9.60 8.30 4.70 10/174 22065        500000        userspace
Fri Apr 23 09:46:44 PDT 2010  30        9.60 8.30 4.70 10/174 22071        500000        userspace
Fri Apr 23 09:46:45 PDT 2010  30        9.79 8.36 4.74 10/174 22077        500000        userspace
Fri Apr 23 09:46:47 PDT 2010  30        9.79 8.36 4.74 10/174 22083        500000        userspace
Fri Apr 23 09:46:48 PDT 2010  30        9.79 8.36 4.74 10/174 22089        500000        userspace
Fri Apr 23 09:46:49 PDT 2010  30        9.79 8.36 4.74 10/174 22095        500000        userspace
Fri Apr 23 09:46:50 PDT 2010  30        9.89 8.40 4.77 10/174 22101        500000        userspace
Fri Apr 23 09:46:52 PDT 2010  30        9.89 8.40 4.77 10/174 22107        500000        userspace
Fri Apr 23 09:46:53 PDT 2010  30        9.89 8.40 4.77 11/174 22113        500000        userspace
Fri Apr 23 09:46:54 PDT 2010  30        9.89 8.40 4.77 10/174 22119        500000        userspace
Fri Apr 23 09:46:55 PDT 2010  30        9.82 8.41 4.80 10/174 22125        500000        userspace
Fri Apr 23 09:46:57 PDT 2010  30        9.82 8.41 4.80 11/174 22131        500000        userspace
Fri Apr 23 09:46:58 PDT 2010  30        9.82 8.41 4.80 10/174 22137        500000        userspace
Fri Apr 23 09:46:59 PDT 2010  30        9.75 8.42 4.82 10/174 22143        500000        userspace
Fri Apr 23 09:47:00 PDT 2010  30        9.75 8.42 4.82 10/174 22149        500000        userspace
Fri Apr 23 09:47:02 PDT 2010  30        9.75 8.42 4.82 12/174 22158        500000        userspace
Fri Apr 23 09:47:03 PDT 2010  30        9.75 8.42 4.82 11/174 22164        500000        userspace
Fri Apr 23 09:47:04 PDT 2010  30        9.77 8.45 4.85 10/174 22170        500000        userspace
Fri Apr 23 09:47:06 PDT 2010  30        9.77 8.45 4.85 10/174 22176        500000        userspace
Fri Apr 23 09:47:07 PDT 2010  30        9.77 8.45 4.85 10/174 22182        500000        userspace
Fri Apr 23 09:47:08 PDT 2010  30        9.77 8.45 4.85 10/174 22188        500000        userspace
Fri Apr 23 09:47:09 PDT 2010  30        9.71 8.46 4.87 10/174 22194        500000        userspace
Fri Apr 23 09:47:11 PDT 2010  30        9.71 8.46 4.87 10/174 22200        500000        userspace
Fri Apr 23 09:47:12 PDT 2010  30        9.71 8.46 4.87 10/174 22206        500000        userspace
Fri Apr 23 09:47:13 PDT 2010  30        9.71 8.46 4.87 11/174 22212        500000        userspace
Fri Apr 23 09:47:14 PDT 2010  30        9.65 8.46 4.89 10/174 22218        500000        userspace
Fri Apr 23 09:47:16 PDT 2010  30        9.65 8.46 4.89 10/174 22224        500000        userspace
Fri Apr 23 09:47:17 PDT 2010  30        9.65 8.46 4.89 10/174 22230        500000        userspace
Fri Apr 23 09:47:18 PDT 2010  30        9.65 8.46 4.89 10/174 22236        500000        userspace
Fri Apr 23 09:47:19 PDT 2010  30        9.68 8.49 4.92 10/174 22242        500000        userspace
Fri Apr 23 09:47:21 PDT 2010  30        9.68 8.49 4.92 10/174 22248        500000        userspace
Fri Apr 23 09:47:22 PDT 2010  30        9.68 8.49 4.92 10/174 22254        500000        userspace
Fri Apr 23 09:47:23 PDT 2010  30        9.68 8.49 4.92 10/174 22260        500000        userspace
Fri Apr 23 09:47:24 PDT 2010  30        9.54 8.48 4.93 10/174 22266        500000        userspace
Fri Apr 23 09:47:26 PDT 2010  30        9.54 8.48 4.93 10/174 22272        500000        userspace
Fri Apr 23 09:47:27 PDT 2010  30        9.54 8.48 4.93 11/174 22278        500000        userspace
Fri Apr 23 09:47:28 PDT 2010  30        9.54 8.48 4.93 10/174 22284        500000        userspace
Fri Apr 23 09:47:30 PDT 2010  30        9.42 8.47 4.95 10/174 22290        500000        userspace
Fri Apr 23 09:47:31 PDT 2010  30        9.42 8.47 4.95 10/174 22296        500000        userspace
Fri Apr 23 09:47:32 PDT 2010  30        9.42 8.47 4.95 10/174 22302        500000        userspace
Fri Apr 23 09:47:33 PDT 2010  30        9.42 8.47 4.95 10/174 22308        500000        userspace
Fri Apr 23 09:47:35 PDT 2010  30        9.31 8.47 4.97 10/174 22314        500000        userspace
Fri Apr 23 09:47:36 PDT 2010  30        9.31 8.47 4.97 10/174 22320        500000        userspace
Fri Apr 23 09:47:37 PDT 2010  30        9.31 8.47 4.97 10/174 22326        500000        userspace
Fri Apr 23 09:47:38 PDT 2010  30        9.31 8.47 4.97 10/174 22332        500000        userspace
Fri Apr 23 09:47:40 PDT 2010  30        9.20 8.46 4.98 10/174 22338        500000        userspace
Fri Apr 23 09:47:41 PDT 2010  30        9.20 8.46 4.98 10/174 22344        500000        userspace
Fri Apr 23 09:47:42 PDT 2010  30        9.20 8.46 4.98 10/174 22350        500000        userspace
Fri Apr 23 09:47:43 PDT 2010  30        9.20 8.46 4.98 10/174 22356        500000        userspace
Fri Apr 23 09:47:45 PDT 2010  30        9.10 8.45 5.00 11/174 22362        500000        userspace
Fri Apr 23 09:47:46 PDT 2010  30        9.10 8.45 5.00 10/174 22368        500000        userspace
Fri Apr 23 09:47:47 PDT 2010  30        9.10 8.45 5.00 10/174 22374        500000        userspace
Fri Apr 23 09:47:49 PDT 2010  30        9.10 8.45 5.00 10/174 22380        500000        userspace
Fri Apr 23 09:47:50 PDT 2010  30        9.02 8.44 5.01 10/174 22386        500000        userspace
Fri Apr 23 09:47:51 PDT 2010  30        9.02 8.44 5.01 11/174 22392        500000        userspace
Fri Apr 23 09:47:52 PDT 2010  30        9.02 8.44 5.01 10/174 22398        500000        userspace
Fri Apr 23 09:47:54 PDT 2010  30        9.02 8.44 5.01 10/174 22404        500000        userspace
Fri Apr 23 09:47:55 PDT 2010  30        8.93 8.43 5.03 10/174 22410        500000        userspace
Fri Apr 23 09:47:56 PDT 2010  30        8.93 8.43 5.03 10/174 22416        500000        userspace
Fri Apr 23 09:47:58 PDT 2010  30        8.93 8.43 5.03 10/174 22422        500000        userspace
Fri Apr 23 09:47:59 PDT 2010  30        8.93 8.43 5.03 10/174 22428        500000        userspace
Fri Apr 23 09:48:00 PDT 2010  30        8.86 8.43 5.05 10/174 22434        500000        userspace
Fri Apr 23 09:48:01 PDT 2010  30        8.86 8.43 5.05 10/174 22443        500000        userspace
Fri Apr 23 09:48:03 PDT 2010  30        8.86 8.43 5.05 11/174 22449        500000        userspace
Fri Apr 23 09:48:04 PDT 2010  30        8.86 8.43 5.05 10/174 22455        500000        userspace
Fri Apr 23 09:48:05 PDT 2010  30        8.79 8.42 5.06 11/174 22461        500000        userspace
Fri Apr 23 09:48:06 PDT 2010  30        8.79 8.42 5.06 10/174 22467        500000        userspace
Fri Apr 23 09:48:08 PDT 2010  30        8.79 8.42 5.06 10/174 22473        500000        userspace
Fri Apr 23 09:48:09 PDT 2010  30        8.79 8.42 5.06 11/174 22479        500000        userspace
Fri Apr 23 09:48:10 PDT 2010  30        8.97 8.46 5.09 10/174 22485        500000        userspace
Fri Apr 23 09:48:11 PDT 2010  30        8.97 8.46 5.09 10/174 22491        500000        userspace
Fri Apr 23 09:48:13 PDT 2010  30        8.97 8.46 5.09 10/174 22497        500000        userspace
Fri Apr 23 09:48:14 PDT 2010  30        8.97 8.46 5.09 10/174 22503        500000        userspace
Fri Apr 23 09:48:15 PDT 2010  30        9.13 8.50 5.12 10/174 22509        500000        userspace
Fri Apr 23 09:48:17 PDT 2010  30        9.13 8.50 5.12 10/174 22515        500000        userspace
Fri Apr 23 09:48:18 PDT 2010  30        9.13 8.50 5.12 10/174 22521        500000        userspace
Fri Apr 23 09:48:19 PDT 2010  30        9.13 8.50 5.12 10/174 22527        500000        userspace
Fri Apr 23 09:48:20 PDT 2010  30        9.20 8.53 5.15 11/174 22533        500000        userspace
Fri Apr 23 09:48:22 PDT 2010  30        9.20 8.53 5.15 11/174 22539        500000        userspace
Fri Apr 23 09:48:23 PDT 2010  30        9.20 8.53 5.15 10/174 22545        500000        userspace
Fri Apr 23 09:48:24 PDT 2010  30        9.20 8.53 5.15 10/174 22551        500000        userspace
Fri Apr 23 09:48:25 PDT 2010  30        9.42 8.59 5.19 10/174 22557        500000        userspace
Fri Apr 23 09:48:27 PDT 2010  30        9.42 8.59 5.19 11/174 22563        500000        userspace
Fri Apr 23 09:48:28 PDT 2010  30        9.42 8.59 5.19 10/174 22569        500000        userspace
Fri Apr 23 09:48:29 PDT 2010  30        9.42 8.59 5.19 10/174 22575        500000        userspace
Fri Apr 23 09:48:30 PDT 2010  30        9.71 8.66 5.23 10/174 22581        500000        userspace
Fri Apr 23 09:48:32 PDT 2010  30        9.71 8.66 5.23 10/174 22587        500000        userspace
Fri Apr 23 09:48:33 PDT 2010  30        9.71 8.66 5.23 11/174 22593        500000        userspace
Fri Apr 23 09:48:34 PDT 2010  30        9.71 8.66 5.23 10/174 22599        500000        userspace
Fri Apr 23 09:48:36 PDT 2010  30        9.65 8.66 5.25 10/174 22605        500000        userspace
Fri Apr 23 09:48:37 PDT 2010  30        9.65 8.66 5.25 10/174 22611        500000        userspace
Fri Apr 23 09:48:38 PDT 2010  30        9.65 8.66 5.25 10/174 22617        500000        userspace
Fri Apr 23 09:48:39 PDT 2010  30        9.68 8.69 5.27 10/174 22623        500000        userspace
Fri Apr 23 09:48:41 PDT 2010  30        9.68 8.69 5.27 10/174 22629        500000        userspace
Fri Apr 23 09:48:42 PDT 2010  30        9.68 8.69 5.27 10/174 22635        500000        userspace
Fri Apr 23 09:48:43 PDT 2010  30        9.68 8.69 5.27 10/174 22641        500000        userspace
Fri Apr 23 09:48:45 PDT 2010  30        9.55 8.67 5.29 10/174 22647        500000        userspace
Fri Apr 23 09:48:46 PDT 2010  30        9.55 8.67 5.29 10/174 22653        500000        userspace
Fri Apr 23 09:48:47 PDT 2010  30        9.55 8.67 5.29 10/174 22659        500000        userspace
Fri Apr 23 09:48:48 PDT 2010  30        9.55 8.67 5.29 10/174 22665        500000        userspace
Fri Apr 23 09:48:50 PDT 2010  30        9.42 8.66 5.30 10/174 22671        500000        userspace
Fri Apr 23 09:48:51 PDT 2010  30        9.42 8.66 5.30 12/174 22677        500000        userspace
Fri Apr 23 09:48:52 PDT 2010  30        9.42 8.66 5.30 11/174 22683        500000        userspace
Fri Apr 23 09:48:54 PDT 2010  30        9.42 8.66 5.30 10/174 22689        500000        userspace
Fri Apr 23 09:48:55 PDT 2010  30        9.31 8.65 5.32 10/174 22695        500000        userspace
Fri Apr 23 09:48:56 PDT 2010  30        9.31 8.65 5.32 10/174 22701        500000        userspace
Fri Apr 23 09:48:57 PDT 2010  30        9.31 8.65 5.32 10/174 22707        500000        userspace
Fri Apr 23 09:48:59 PDT 2010  30        9.31 8.65 5.32 10/174 22713        500000        userspace
Fri Apr 23 09:49:00 PDT 2010  30        9.20 8.64 5.33 10/174 22719        500000        userspace
Fri Apr 23 09:49:01 PDT 2010  30        9.20 8.64 5.33 10/174 22728        500000        userspace
Fri Apr 23 09:49:02 PDT 2010  30        9.20 8.64 5.33 10/174 22734        500000        userspace
Fri Apr 23 09:49:04 PDT 2010  30        9.20 8.64 5.33 11/174 22740        500000        userspace
Fri Apr 23 09:49:05 PDT 2010  30        9.11 8.63 5.34 10/174 22746        500000        userspace
Fri Apr 23 09:49:06 PDT 2010  30        9.11 8.63 5.34 10/174 22752        500000        userspace
Fri Apr 23 09:49:08 PDT 2010  30        9.11 8.63 5.34 10/174 22758        500000        userspace
Fri Apr 23 09:49:09 PDT 2010  30        9.11 8.63 5.34 11/174 22764        500000        userspace
Fri Apr 23 09:49:10 PDT 2010  30        9.02 8.62 5.36 10/174 22770        500000        userspace
Fri Apr 23 09:49:11 PDT 2010  30        9.02 8.62 5.36 10/174 22776        500000        userspace
Fri Apr 23 09:49:13 PDT 2010  30        9.02 8.62 5.36 10/174 22782        500000        userspace
Fri Apr 23 09:49:14 PDT 2010  30        9.02 8.62 5.36 10/174 22788        500000        userspace
Fri Apr 23 09:49:15 PDT 2010  30        9.18 8.66 5.39 10/174 22794        500000        userspace
Fri Apr 23 09:49:17 PDT 2010  30        9.18 8.66 5.39 10/174 22800        500000        userspace
Fri Apr 23 09:49:18 PDT 2010  30        9.18 8.66 5.39 10/174 22806        500000        userspace
Fri Apr 23 09:49:19 PDT 2010  30        9.18 8.66 5.39 11/174 22812        500000        userspace
Fri Apr 23 09:49:20 PDT 2010  30        9.32 8.70 5.42 10/174 22818        500000        userspace
Fri Apr 23 09:49:22 PDT 2010  30        9.32 8.70 5.42 10/174 22824        500000        userspace
Fri Apr 23 09:49:23 PDT 2010  30        9.32 8.70 5.42 10/174 22830        500000        userspace
Fri Apr 23 09:49:24 PDT 2010  30        9.32 8.70 5.42 10/174 22836        500000        userspace
Fri Apr 23 09:49:25 PDT 2010  30        9.46 8.74 5.45 10/174 22842        500000        userspace
Fri Apr 23 09:49:27 PDT 2010  30        9.46 8.74 5.45 11/174 22848        500000        userspace
Fri Apr 23 09:49:28 PDT 2010  30        9.46 8.74 5.45 11/174 22854        500000        userspace
Fri Apr 23 09:49:29 PDT 2010  30        9.46 8.74 5.45 10/174 22860        500000        userspace
Fri Apr 23 09:49:31 PDT 2010  30        9.66 8.79 5.48 10/174 22866        500000        userspace
Fri Apr 23 09:49:32 PDT 2010  30        9.66 8.79 5.48 10/174 22872        500000        userspace
Fri Apr 23 09:49:33 PDT 2010  30        9.66 8.79 5.48 11/174 22878        500000        userspace
Fri Apr 23 09:49:34 PDT 2010  30        9.66 8.79 5.48 10/174 22884        500000        userspace
Fri Apr 23 09:49:36 PDT 2010  30        9.85 8.84 5.52 10/174 22890        500000        userspace
Fri Apr 23 09:49:37 PDT 2010  30        9.85 8.84 5.52 10/174 22896        500000        userspace
Fri Apr 23 09:49:38 PDT 2010  30        9.85 8.84 5.52 12/174 22902        500000        userspace
Fri Apr 23 09:49:39 PDT 2010  30        9.85 8.84 5.52 10/174 22908        500000        userspace
Fri Apr 23 09:49:41 PDT 2010  30        10.10 8.91 5.56 10/174 22914        500000        userspace
Fri Apr 23 09:49:42 PDT 2010  30        10.10 8.91 5.56 10/174 22920        500000        userspace
Fri Apr 23 09:49:43 PDT 2010  30        10.10 8.91 5.56 10/174 22926        500000        userspace
Fri Apr 23 09:49:44 PDT 2010  30        10.10 8.91 5.56 10/174 22932        500000        userspace
Fri Apr 23 09:49:46 PDT 2010  30        10.01 8.91 5.58 10/174 22938        500000        userspace
Fri Apr 23 09:49:47 PDT 2010  30        10.01 8.91 5.58 10/174 22944        500000        userspace
Fri Apr 23 09:49:48 PDT 2010  30        10.01 8.91 5.58 10/174 22950        500000        userspace
Fri Apr 23 09:49:49 PDT 2010  30        10.01 8.91 5.58 10/174 22956        500000        userspace
Fri Apr 23 09:49:51 PDT 2010  30        9.93 8.91 5.59 11/174 22962        500000        userspace
Fri Apr 23 09:49:52 PDT 2010  30        9.93 8.91 5.59 10/174 22968        500000        userspace
Fri Apr 23 09:49:53 PDT 2010  30        9.93 8.91 5.59 10/174 22974        500000        userspace
Fri Apr 23 09:49:55 PDT 2010  30        9.85 8.91 5.61 10/174 22980        500000        userspace
Fri Apr 23 09:49:56 PDT 2010  30        9.85 8.91 5.61 10/174 22986        500000        userspace
Fri Apr 23 09:49:57 PDT 2010  30        9.85 8.91 5.61 11/174 22992        500000        userspace
Fri Apr 23 09:49:58 PDT 2010  30        9.85 8.91 5.61 10/174 22998        500000        userspace
Fri Apr 23 09:50:00 PDT 2010  30        9.95 8.95 5.64 10/174 23004        500000        userspace
Fri Apr 23 09:50:01 PDT 2010  30        9.95 8.95 5.64 10/174 23010        500000        userspace
Fri Apr 23 09:50:02 PDT 2010  30        9.95 8.95 5.64 10/174 23019        500000        userspace
Fri Apr 23 09:50:03 PDT 2010  30        9.95 8.95 5.64 10/174 23025        500000        userspace
Fri Apr 23 09:50:05 PDT 2010  30        9.79 8.93 5.65 10/174 23031        500000        userspace
Fri Apr 23 09:50:06 PDT 2010  30        9.79 8.93 5.65 10/174 23037        500000        userspace
Fri Apr 23 09:50:07 PDT 2010  30        9.79 8.93 5.65 10/174 23043        500000        userspace
Fri Apr 23 09:50:08 PDT 2010  30        9.79 8.93 5.65 9/174 23049        500000        userspace
Fri Apr 23 09:50:10 PDT 2010  30        9.65 8.92 5.67 10/174 23055        500000        userspace
Fri Apr 23 09:50:11 PDT 2010  30        9.65 8.92 5.67 10/174 23061        500000        userspace
Fri Apr 23 09:50:12 PDT 2010  30        9.65 8.92 5.67 10/174 23067        500000        userspace
Fri Apr 23 09:50:14 PDT 2010  30        9.65 8.92 5.67 10/174 23073        500000        userspace
Fri Apr 23 09:50:15 PDT 2010  30        9.59 8.92 5.68 11/174 23079        500000        userspace
Fri Apr 23 09:50:16 PDT 2010  30        9.59 8.92 5.68 10/174 23085        500000        userspace
Fri Apr 23 09:50:18 PDT 2010  30        9.59 8.92 5.68 10/174 23091        500000        userspace
Fri Apr 23 09:50:19 PDT 2010  30        9.59 8.92 5.68 10/174 23097        500000        userspace
Fri Apr 23 09:50:20 PDT 2010  30        9.55 8.92 5.70 11/174 23103        500000        userspace
Fri Apr 23 09:50:21 PDT 2010  30        9.55 8.92 5.70 10/174 23109        500000        userspace
Fri Apr 23 09:50:23 PDT 2010  30        9.55 8.92 5.70 11/174 23115        500000        userspace
Fri Apr 23 09:50:24 PDT 2010  30        9.55 8.92 5.70 10/174 23121        500000        userspace
Fri Apr 23 09:50:25 PDT 2010  30        9.50 8.92 5.72 10/174 23127        500000        userspace
Fri Apr 23 09:50:27 PDT 2010  30        9.50 8.92 5.72 10/174 23133        500000        userspace
Fri Apr 23 09:50:28 PDT 2010  30        9.50 8.92 5.72 10/174 23139        500000        userspace
Fri Apr 23 09:50:29 PDT 2010  30        9.50 8.92 5.72 11/174 23145        500000        userspace
Fri Apr 23 09:50:30 PDT 2010  30        9.38 8.90 5.73 10/174 23151        500000        userspace
Fri Apr 23 09:50:32 PDT 2010  30        9.38 8.90 5.73 10/174 23157        500000        userspace
Fri Apr 23 09:50:33 PDT 2010  30        9.38 8.90 5.73 11/174 23163        500000        userspace
Fri Apr 23 09:50:34 PDT 2010  30        9.38 8.90 5.73 10/174 23169        500000        userspace
Fri Apr 23 09:50:35 PDT 2010  30        9.35 8.91 5.75 10/174 23175        500000        userspace
Fri Apr 23 09:50:37 PDT 2010  30        9.35 8.91 5.75 10/174 23181        500000        userspace
Fri Apr 23 09:50:38 PDT 2010  30        9.35 8.91 5.75 10/174 23187        500000        userspace
Fri Apr 23 09:50:39 PDT 2010  30        9.35 8.91 5.75 9/174 23193        500000        userspace
Fri Apr 23 09:50:41 PDT 2010  30        9.48 8.94 5.78 10/174 23199        500000        userspace
Fri Apr 23 09:50:42 PDT 2010  30        9.48 8.94 5.78 10/174 23205        500000        userspace
Fri Apr 23 09:50:43 PDT 2010  30        9.48 8.94 5.78 10/174 23211        500000        userspace
Fri Apr 23 09:50:44 PDT 2010  30        9.48 8.94 5.78 10/174 23217        500000        userspace
Fri Apr 23 09:50:46 PDT 2010  30        9.52 8.96 5.80 10/174 23223        500000        userspace
Fri Apr 23 09:50:47 PDT 2010  30        9.52 8.96 5.80 10/174 23229        500000        userspace
Fri Apr 23 09:50:48 PDT 2010  30        9.52 8.96 5.80 10/174 23235        500000        userspace
Fri Apr 23 09:50:50 PDT 2010  30        9.56 8.97 5.82 10/174 23241        500000        userspace
Fri Apr 23 09:50:51 PDT 2010  30        9.56 8.97 5.82 11/174 23247        500000        userspace
Fri Apr 23 09:50:52 PDT 2010  30        9.56 8.97 5.82 10/174 23253        500000        userspace
Fri Apr 23 09:50:54 PDT 2010  30        9.56 8.97 5.82 10/174 23259        500000        userspace
Fri Apr 23 09:50:55 PDT 2010  30        9.60 8.99 5.84 10/174 23265        500000        userspace
Fri Apr 23 09:50:56 PDT 2010  30        9.60 8.99 5.84 11/174 23271        500000        userspace
Fri Apr 23 09:50:57 PDT 2010  30        9.60 8.99 5.84 11/176 23280        500000        userspace
Fri Apr 23 09:50:59 PDT 2010  30        9.60 8.99 5.84 10/174 23288        500000        userspace
Fri Apr 23 09:51:00 PDT 2010  30        9.55 8.99 5.86 10/174 23294        500000        userspace
Fri Apr 23 09:51:01 PDT 2010  32        9.55 8.99 5.86 12/177 23303        500000        userspace
Fri Apr 23 09:51:03 PDT 2010  32        9.55 8.99 5.86 10/174 23309        500000        userspace
Fri Apr 23 09:51:04 PDT 2010  32        9.55 8.99 5.86 11/176 23317        500000        userspace
Fri Apr 23 09:51:05 PDT 2010  32        9.82 9.06 5.90 10/174 23323        500000        userspace
Fri Apr 23 09:51:07 PDT 2010  32        9.82 9.06 5.90 10/174 23329        500000        userspace
Fri Apr 23 09:51:08 PDT 2010  32        9.82 9.06 5.90 10/174 23335        500000        userspace
Fri Apr 23 09:51:09 PDT 2010  32        9.82 9.06 5.90 10/174 23341        500000        userspace
Fri Apr 23 09:51:11 PDT 2010  32        9.92 9.09 5.92 10/174 23347        500000        userspace
Fri Apr 23 09:51:12 PDT 2010  32        9.92 9.09 5.92 10/176 23355        500000        userspace
Fri Apr 23 09:51:13 PDT 2010  32        9.92 9.09 5.92 10/174 23361        500000        userspace
Fri Apr 23 09:51:14 PDT 2010  32        9.92 9.09 5.92 10/174 23367        500000        userspace
Fri Apr 23 09:51:16 PDT 2010  32        10.08 9.14 5.96 10/174 23373        500000        userspace
Fri Apr 23 09:51:17 PDT 2010  32        10.08 9.14 5.96 10/174 23379        500000        userspace
Fri Apr 23 09:51:19 PDT 2010  32        10.08 9.14 5.96 10/174 23387        500000        userspace
Fri Apr 23 09:51:20 PDT 2010  32        10.00 9.14 5.97 11/174 23393        500000        userspace
Fri Apr 23 09:51:21 PDT 2010  32        10.00 9.14 5.97 10/174 23399        500000        userspace
Fri Apr 23 09:51:22 PDT 2010  32        10.00 9.14 5.97 10/174 23405        500000        userspace
Fri Apr 23 09:51:24 PDT 2010  32        10.00 9.14 5.97 10/174 23411        500000        userspace
Fri Apr 23 09:51:25 PDT 2010  32        9.92 9.13 5.99 11/176 23419        500000        userspace
Fri Apr 23 09:51:26 PDT 2010  32        9.92 9.13 5.99 10/174 23425        500000        userspace
Fri Apr 23 09:51:28 PDT 2010  32        9.92 9.13 5.99 10/174 23431        500000        userspace
Fri Apr 23 09:51:29 PDT 2010  32        9.92 9.13 5.99 10/174 23437        500000        userspace
Fri Apr 23 09:51:30 PDT 2010  32        9.92 9.15 6.01 10/174 23443        500000        userspace
Fri Apr 23 09:51:31 PDT 2010  32        9.92 9.15 6.01 11/176 23451        500000        userspace
Fri Apr 23 09:51:33 PDT 2010  32        9.92 9.15 6.01 11/174 23457        500000        userspace
Fri Apr 23 09:51:34 PDT 2010  32        9.92 9.15 6.01 10/174 23463        500000        userspace
Fri Apr 23 09:51:35 PDT 2010  32        9.77 9.13 6.02 10/174 23469        500000        userspace
Fri Apr 23 09:51:37 PDT 2010  32        9.77 9.13 6.02 10/174 23475        500000        userspace
Fri Apr 23 09:51:38 PDT 2010  32        9.77 9.13 6.02 11/176 23483        500000        userspace
Fri Apr 23 09:51:39 PDT 2010  32        9.77 9.13 6.02 10/174 23489        500000        userspace
Fri Apr 23 09:51:40 PDT 2010  32        9.71 9.13 6.04 10/174 23495        500000        userspace
Fri Apr 23 09:51:42 PDT 2010  32        9.71 9.13 6.04 10/174 23501        500000        userspace
Fri Apr 23 09:51:43 PDT 2010  32        9.71 9.13 6.04 10/174 23507        500000        userspace
Fri Apr 23 09:51:44 PDT 2010  32        9.71 9.13 6.04 13/176 23515        500000        userspace
Fri Apr 23 09:51:46 PDT 2010  32        9.89 9.17 6.07 10/174 23521        500000        userspace
Fri Apr 23 09:51:47 PDT 2010  32        9.89 9.17 6.07 10/174 23527        500000        userspace
Fri Apr 23 09:51:48 PDT 2010  32        9.89 9.17 6.07 11/174 23533        500000        userspace
Fri Apr 23 09:51:49 PDT 2010  32        9.89 9.17 6.07 10/174 23539        500000        userspace
Fri Apr 23 09:51:51 PDT 2010  32        9.98 9.20 6.09 11/174 23545        500000        userspace
Fri Apr 23 09:51:52 PDT 2010  32        9.98 9.20 6.09 10/174 23553        500000        userspace
Fri Apr 23 09:51:53 PDT 2010  32        9.98 9.20 6.09 10/174 23559        500000        userspace
Fri Apr 23 09:51:55 PDT 2010  32        9.98 9.20 6.09 10/174 23565        500000        userspace
Fri Apr 23 09:51:56 PDT 2010  32        9.90 9.20 6.11 10/174 23571        500000        userspace
Fri Apr 23 09:51:57 PDT 2010  32        9.90 9.20 6.11 10/174 23577        500000        userspace
